     index             RF [MHz]            Time [ns]         Intensity []         Intensity []
       428     9.34799608993157                  120             21687638             -2225069
       429     9.36754643206255                  120             21685666             -2218519
       430     9.38709677419354                  120             21693303             -2230726
       431     9.40664711632453                  120             21688806             -2192840
       432     9.42619745845552                  120             21691383             -2254460
       433      9.4457478005865                  120             21682147             -2232969
       434     9.46529814271749                  120             21665407             -2227374
       435     9.48484848484848                  120             21679524             -2223368
       436     9.50439882697946                  120             21673355             -2205863
       437     9.52394916911045                  120             21696543             -2238672
       438     9.54349951124144                  120             21683684             -2227446
       439     9.56304985337243                  120             21691214             -2253284
       440     9.58260019550341                  120             21680563             -2253936
       441      9.6021505376344                  120             21679704             -2212655
       442     9.62170087976539                  120             21683419             -2249966
       443     9.64125122189638                  120             21680109             -2243698
       444     9.66080156402736                  120             21680598             -2251436
       445     9.68035190615835                  120             21694360             -2206771
       446     9.69990224828934                  120             21684094             -2210663
       447     9.71945259042032                  120             21654011             -2221901
       448     9.73900293255131                  120             21666119             -2239942
       449      9.7585532746823                  120             21674686             -2237716
       450     9.77810361681329                  120             21675203             -2207789
       451     9.79765395894427                  120             21666354             -2220662
       452     9.81720430107526                  120             21707950             -2239021
       453     9.83675464320625                  120             21666038             -2245255
       454     9.85630498533724                  120             21680779             -2223605
       455     9.87585532746822                  120             21687700             -2208544
       456     9.89540566959921                  120             21682978             -2214164
       457      9.9149560117302                  120             21689199             -2214620
       458     9.93450635386118                  120             21655020             -2250513
       459     9.95405669599217                  120             21677384             -2231710
       460     9.97360703812316                  120             21667947             -2247065
       461     9.99315738025415                  120             21682180             -2227721
       462     10.0127077223851                  120             21653561             -2244436
       463     10.0322580645161                  120             21669967             -2216748
       464     10.0518084066471                  120             21676815             -2214939
       465     10.0713587487781                  120             21649623             -2213626
       466     10.0909090909091                  120             21675133             -2212485
       467     10.1104594330401                  120             21661764             -2239111
       468     10.1300097751711                  120             21699886             -2235617
       469      10.149560117302                  120             21681210             -2246413
       470      10.169110459433                  120             21658090             -2237497
       471      10.188660801564                  120             21675075             -2221829
       472      10.208211143695                  120             21691261             -2228893
       473      10.227761485826                  120             21661140             -2199098
