240624_TariLawATP_Asp_Cap4_4PDeer.DSC	240625_TariLawATP_Ni_Cap2_4PDeer.DSC	240626_TariLawATP_Cap5_4PDeer.DSC
1446.0	1446.0	1446.0
-2.0	-2.0	-2.0
0.0016365717274971498	0.002133088094396421	0.0016189419219230059
0.011461837402636954	0.014647101863197775	0.014388020470379098
7.0	6.0	8.0
0.18031598755394163	0.19012758653267836	0.17403317540767993
0.006713717186735525	0.00827810991448979	0.007777305447218364
